Date,Envelope,Account,Name,Notes,"Check #",Amount,Status,Details
08/01/2023,Cumparaturi,"My Account",Kaufland,,,-116.91,,
08/01/2023,Cumparaturi,"My Account",Lidl,,,-17.98,,
06/01/2023,Cumparaturi,"My Account","Piata Rogerius",,,-1.00,,
05/01/2023,Cumparaturi,"My Account",Lidl,,,-29.98,,
05/01/2023,Cumparaturi,"My Account",Kaufland,,,-78.56,,
03/01/2023,"Cumpărături neesențiale","My Account","Starea Nației",,,-190.00,,
01/01/2023,Taxi,"My Account",CFR,,,-53.00,,
01/01/2023,Taxi,"My Account","Taxi Nova",,,-30.00,,
01/01/2023,Taxi,"My Account","Transferoviar Călători ",,,-29.00,,
01/01/2023,Donatii,"My Account",LOGS,,,-100.00,,
01/01/2023,Donatii,"My Account",PressOne,,,-100.00,,
31/12/2022,Cumparaturi,"My Account",Kaufland,,,-123.30,,
29/12/2022,"Cumpărături neesențiale","My Account",EMAG,,,-369.98,,
28/12/2022,Cumparaturi,"My Account",Lidl,,,-35.97,,
28/12/2022,Cumparaturi,"My Account",Kaufland,,,-62.47,,
22/12/2022,Cumparaturi,"My Account","Piața Rogerius",,,-17.35,,
22/12/2022,Cumparaturi,"My Account",Kaufland,,,-6.77,,
22/12/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-369.40,,
22/12/2022,Donatii,"My Account",Libertatea,,,-50.00,,
21/12/2022,"Cumpărături neesențiale","My Account",Profi,,,-8.98,,
21/12/2022,"Cumpărături neesențiale","My Account","Benzinărie Ramada",,,-10.00,,
20/12/2022,"Cumpărături neesențiale","My Account","Electric Castle",,,-689.63,,
20/12/2022,Cumparaturi,"My Account",Lidl,,,-10.07,,
20/12/2022,Cumparaturi,"My Account",Lidl,,,-69.03,,
20/12/2022,Utilitati,"My Account",DIGI,,,-6.03,,
20/12/2022,"Cumpărături neesențiale","My Account",LinkedIn,,,-133.99,,
19/12/2022,Cumparaturi,"My Account",Lidl,,,-27.46,,
17/12/2022,Cumparaturi,"My Account",Lidl,,,-34.97,,
17/12/2022,Cumparaturi,"My Account",Kaufland,,,-32.41,,
17/12/2022,Cumparaturi,"My Account","Piața Rogerius",,,-17.70,,
16/12/2022,"Cheltuieli neprevazute + mici placeri",,"Envelope Transfer",,,"-5,000.00",,
16/12/2022,Medical,,"Envelope Transfer",,,"5,000.00",,
16/12/2022,"Cheltuieli neprevazute + mici placeri",,"Envelope Transfer",,,"-10,000.00",,
16/12/2022,"Cumpărături neesențiale",,"Envelope Transfer",,,"10,000.00",,
16/12/2022,"Cumpărături neesențiale","My Account","Noodle Pack",,,-27.50,,
15/12/2022,"Cumpărături neesențiale","My Account","Teatrul Regina Maria",,,-48.18,,
14/12/2022,Cumparaturi,"My Account",Kaufland,,,-24.85,,
13/12/2022,Cumparaturi,"My Account",Kaufland,,,-74.72,,
13/12/2022,Cumparaturi,"My Account",Lidl,,,-35.35,,
12/12/2022,Taxi,"My Account",OTL,,,-3.00,,
12/12/2022,Taxi,"My Account",OTL,,,-3.00,,
12/12/2022,Taxi,"My Account","Fulger Taxi",,,-21.00,,
11/12/2022,Cumparaturi,"My Account",Lidl,,,-21.88,,
11/12/2022,Cumparaturi,"My Account",Kaufland,,,-144.01,,
10/12/2022,Cumparaturi,"My Account",Kaufland,,,-6.99,,
10/12/2022,"Cumpărături neesențiale","My Account",Dedeman,,,-104.85,,
10/12/2022,Taxi,"My Account",OTL,,,-3.00,,
10/12/2022,"Cumpărături neesențiale","My Account","Noodle Pack",,,-27.50,,
10/12/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/12/2022,Cumparaturi,"My Account",Kaufland,,,-75.31,,
08/12/2022,Utilitati,"My Account","Rada George",,,"-1,000.00",,
08/12/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-147.80,,
07/12/2022,Cumparaturi,"My Account",Lidl,,,-15.97,,
06/12/2022,Cumparaturi,"My Account","Piata Rogerius",,,-16.00,,
06/12/2022,Studiu,"My Account","Auto Zach",,,-30.00,,
05/12/2022,Cumparaturi,"My Account",Kaufland,,,-138.66,,
05/12/2022,Donatii,"My Account",Bihoreanul,,,-52.00,,
04/12/2022,"Cumpărături neesențiale","My Account",Topaspro,,,-261.40,,
02/12/2022,Cumparaturi,"My Account",Kaufland,,,-52.24,,
02/12/2022,Cumparaturi,"My Account","Mega Image",,,-27.19,,
02/12/2022,Donatii,"My Account",PressOne,,,-100.00,,
01/12/2022,Donatii,"My Account",LOGS,,,-100.00,,
29/11/2022,Cumparaturi,"My Account",Kaufland,,,-23.18,,
29/11/2022,Cumparaturi,"My Account",Lidl,,,-11.97,,
28/11/2022,Cumparaturi,"My Account",Lidl,,,-25.98,,
28/11/2022,Cumparaturi,"My Account",Kaufland,,,-115.91,,
27/11/2022,"Cumpărături neesențiale","My Account","Starea Nației",,,-190.00,,
26/11/2022,"Cumpărături neesențiale","My Account",Zooplus,,,-309.60,,
26/11/2022,"Cumpărături neesențiale","My Account","Curiosity Stream",,,-113.85,,
25/11/2022,"Cumpărături neesențiale","My Account",Metalochimice,,,-23.50,,
25/11/2022,Cumparaturi,"My Account","Piata Rogerius",,,-30.20,,
25/11/2022,Cumparaturi,"My Account",Kaufland,,,-3.29,,
25/11/2022,Cumparaturi,"My Account",Kaufland,,,-51.55,,
23/11/2022,Cumparaturi,"My Account",Profi,,,-9.58,,
22/11/2022,Cumparaturi,"My Account",Kaufland,,,-118.35,,
20/11/2022,"Cumpărături neesențiale","My Account",LinkedIn,,,-133.99,,
18/11/2022,Cumparaturi,"My Account",Kaufland,,,-38.45,,
17/11/2022,Donatii,"My Account",Libertatea,,,-50.00,,
17/11/2022,Cumparaturi,"My Account",Kaufland,,,-89.29,,
17/11/2022,Cumparaturi,"My Account",Lidl,,,-69.41,,
15/11/2022,Taxi,"My Account",OTL,,,-6.00,,
15/11/2022,"Cumpărături neesențiale","My Account",Miango,,,-65.00,,
13/11/2022,Cumparaturi,"My Account",Kaufland,,,-75.21,,
11/11/2022,Cumparaturi,"My Account",Lidl,,,-17.97,,
10/11/2022,Cumparaturi,"My Account",Kaufland,,,-63.57,,
10/11/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-133.70,,
10/11/2022,"Cumpărături neesențiale","My Account","Disney Plus",,,-29.99,,
10/11/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/11/2022,"Cumpărături neesențiale","My Account","Google Play Music",,,-22.00,,
08/11/2022,Utilitati,"My Account",DIGI,,,-5.30,,
08/11/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-37.20,,
07/11/2022,Cumparaturi,"My Account",Kaufland,,,-91.67,,
03/11/2022,Cumparaturi,"My Account",Kaufland,,,-82.26,,
01/11/2022,Cumparaturi,"My Account","Piața Rogerius",,,-42.00,,
01/11/2022,Donatii,"My Account",PressOne,,,-100.00,,
01/11/2022,Donatii,"My Account",LOGS,,,-100.00,,
31/10/2022,Cumparaturi,"My Account",Zooplus,,,-106.45,,
31/10/2022,"Cumpărături neesențiale","My Account",Amazon.com,,,-15.66,,
30/10/2022,Cumparaturi,"My Account",Kaufland,,,-58.83,,
28/10/2022,Cumparaturi,"My Account",Kaufland,,,-102.94,,
24/10/2022,"Cumpărături neesențiale","My Account","Noodle Pack",,,-58.98,,
22/10/2022,Cumparaturi,"My Account",Kaufland,,,-139.58,,
22/10/2022,Cumparaturi,"My Account",Profi,,,-6.48,,
21/10/2022,Studiu,"My Account","Auto Zach","Examen psihologic",,-80.00,,
21/10/2022,Studiu,"My Account","Auto Zach",,,"-1,000.00",,
20/10/2022,Cumparaturi,"My Account","Piata Rogerius",,,-14.00,,
20/10/2022,Cumparaturi,"My Account",Profi,,,-6.48,,
20/10/2022,Medical,"My Account",Medicris,,,-120.00,,
20/10/2022,Medical,"My Account",Catena,,,-5.00,,
19/10/2022,"Cumpărături neesențiale","My Account","Noodle Pack",,,-58.98,,
18/10/2022,Cumparaturi,"My Account",Zooplus,,,-394.70,,
18/10/2022,"Cumpărături neesențiale","My Account","Noodle Pack",,,-69.97,,
16/10/2022,Cumparaturi,"My Account",Kaufland,,,-110.59,,
15/10/2022,Cumparaturi,"My Account",Profi,,,-39.23,,
14/10/2022,Cumparaturi,"My Account",Profi,,,-34.14,,
13/10/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-61.50,,
12/10/2022,"Cumpărături neesențiale","My Account","Gara CFR Cluj","Fuze tea + hanuta",,-10.00,,
12/10/2022,"Cumpărături neesențiale","My Account","Gara CFR Cluj","Depozitare bagaj",,-20.00,,
12/10/2022,Taxi,"My Account",Ctp,,,-3.00,,
12/10/2022,Taxi,"My Account",Ctp,,,-3.00,,
12/10/2022,Cumparaturi,"My Account","Ferma Steluța",,,-36.40,,
12/10/2022,Taxi,"My Account",Ctp,,,-3.00,,
12/10/2022,"Cumpărături neesențiale","My Account",Rompetrol,"Copșa Mică ",,-18.42,,
12/10/2022,Taxi,"My Account",CFR,"Copșa Mică - Cluj-Napoca ",,-53.00,,
12/10/2022,Taxi,"My Account","Interregio Calatori",,,-25.00,,
12/10/2022,"Cumpărături neesențiale","My Account",Lumin,,,-195.16,,
11/10/2022,"Cumpărături neesențiale","My Account","Cabana Cozia",,,-185.00,,
11/10/2022,Taxi,"My Account",CFR,"Păușa - Sibiu",,-14.00,,
11/10/2022,Taxi,"My Account","Taxi Daniel",,,-20.00,,
10/10/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/10/2022,Cumparaturi,"My Account","La Doi Pași",,,-8.50,,
09/10/2022,Taxi,"My Account",CFR,,,-21.00,,
09/10/2022,Taxi,"My Account",CFR,,,-66.00,,
09/10/2022,Taxi,"My Account",CFR,,,-99.25,,
08/10/2022,Cumparaturi,"My Account","Piata Rogerius",,,-12.00,,
08/10/2022,Utilitati,"My Account",DIGI,,,-5.70,,
07/10/2022,Cumparaturi,"My Account",Kaufland,,,-17.57,,
07/10/2022,Medical,"My Account","Sarca Eugenia",,,-15.00,,
07/10/2022,Cumparaturi,"My Account",Kaufland,,,-8.98,,
04/10/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-42.80,,
04/10/2022,Taxi,"My Account","Transferoviar Calatori",,,-33.00,,
04/10/2022,"Cumpărături neesențiale","My Account",Panemar,,,-33.00,,
03/10/2022,"Cumpărături neesențiale","My Account",Panemar,,,-20.00,,
03/10/2022,Medical,"My Account",InfoFarm,,,-115.45,,
03/10/2022,Medical,"My Account",Psihomedica,,,-235.00,,
03/10/2022,"Cumpărături neesențiale","My Account",Panemar,,,-56.00,,
03/10/2022,Taxi,"My Account",CFR,,,-53.00,,
03/10/2022,Taxi,"My Account","Fulger Taxi",,,-12.00,,
02/10/2022,"Cumpărături neesențiale","My Account",Lidl,,,-34.99,,
02/10/2022,Cumparaturi,"My Account",Lidl,,,-29.08,,
02/10/2022,Cumparaturi,"My Account",Kaufland,,,-50.66,,
29/09/2022,Utilitati,"My Account",DIGI,,,-8.91,,
28/09/2022,Cumparaturi,"My Account",Kaufland,,,-67.39,,
27/09/2022,"Cumpărături neesențiale","My Account",Decathlon,,,-149.99,,
26/09/2022,Cumparaturi,"My Account","Piața Rogerius",,,-33.20,,
26/09/2022,Cumparaturi,"My Account",Kaufland,,,-84.87,,
25/09/2022,Donatii,"My Account","Imre Arnold Kovacs Mihok",Ebihoreanul,,-502.50,,
23/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-46.79,,
22/09/2022,Cumparaturi,"My Account",Kaufland,,,-35.54,,
22/09/2022,"Cumpărături neesențiale","My Account",EMAG,,,-511.97,,
22/09/2022,"Cumpărături neesențiale","My Account",Olx,"Placă de bază, procesor și cooler",,-450.00,,
22/09/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-309.00,,
21/09/2022,Cumparaturi,"My Account",Lidl,,,-25.98,,
21/09/2022,Cumparaturi,"My Account",Kaufland,,,-82.30,,
21/09/2022,Cumparaturi,"My Account",Profi,,,-13.20,,
18/09/2022,Cumparaturi,"My Account",Kaufland,,,-96.10,,
17/09/2022,"Cumpărături neesențiale","My Account",EMAG,"Ochelari marire",,-109.00,,
16/09/2022,Cumparaturi,"My Account",Kaufland,,,-37.28,,
14/09/2022,Donatii,"My Account",Profi,,,-10.00,,
14/09/2022,Cumparaturi,"My Account",Profi,,,-49.70,,
13/09/2022,Cumparaturi,"My Account","Piata Rogerius",,,-51.50,,
13/09/2022,Cumparaturi,"My Account",Kaufland,,,-38.87,,
13/09/2022,"Cumpărături neesențiale","My Account",Amazon.com,Flow,,-46.67,,
13/09/2022,"Cumpărături neesențiale","My Account",Amazon.com,"Thinking fast and slow",,-42.71,,
12/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-46.79,,
11/09/2022,Cumparaturi,"My Account",Profi,,,-36.88,,
10/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-50.00,,
10/09/2022,Taxi,"My Account","Interregio Calatori",,,-25.00,,
10/09/2022,Cumparaturi,"My Account",Panemar,,,-24.00,,
10/09/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/09/2022,"Cumpărături neesențiale","My Account",Dana,,,61.00,,
09/09/2022,"Cumpărături neesențiale","My Account",Dana,,,-60.78,,
09/09/2022,Cumparaturi,"My Account",Panemar,,,-50.00,,
09/09/2022,"Cumpărături neesențiale","My Account",Amazon.com,Sapiens,,-55.21,,
08/09/2022,Donatii,"My Account",De-clic,,,-100.00,,
08/09/2022,Cumparaturi,"My Account",Panemar,,,-37.00,,
07/09/2022,Cumparaturi,"My Account",Panemar,,,-23.00,,
07/09/2022,Taxi,"My Account","Interregio Calatori",,,-25.00,,
07/09/2022,Medical,"My Account",Farmacie,,,-37.50,,
06/09/2022,Taxi,"My Account",CFR,,,-53.00,,
06/09/2022,"Cumpărături neesențiale","My Account",Olx,,,-80.00,,
06/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-50.00,,
04/09/2022,Cumparaturi,"My Account","Mega Image",,,-37.90,,
04/09/2022,Taxi,"My Account","Interregio Calatori",,,-25.00,,
04/09/2022,Taxi,"My Account",Ctp,,,-6.00,,
03/09/2022,Cumparaturi,"My Account",Profi,,,-13.70,,
03/09/2022,"Cumpărături neesențiale","My Account",Pigalle,,,-21.00,,
03/09/2022,Cumparaturi,"My Account","Piata Rogerius",,,-30.00,,
02/09/2022,"Cumpărături neesențiale","My Account","Media Galaxy",,,-39.00,,
02/09/2022,Cumparaturi,"My Account",Profi,,,-5.38,,
02/09/2022,"Cumpărături neesențiale","My Account",EMAG,,,-19.00,,
02/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-50.00,,
01/09/2022,"Cumpărături neesențiale","My Account","London Brothers",,,-69.00,,
31/08/2022,Utilitati,"My Account",DIGI,,,-11.26,,
31/08/2022,Cumparaturi,"My Account",Lidl,,,-68.45,,
31/08/2022,Cumparaturi,"My Account",Kaufland,,,-61.36,,
31/08/2022,"Cumpărături neesențiale","My Account",Lumin,,,-228.48,,
30/08/2022,"Cumpărături neesențiale","My Account",Pigalle,,,-16.50,,
29/08/2022,"Cumpărături neesențiale","My Account","Starea Nației",,,-300.00,,
29/08/2022,"Cumpărături neesențiale","My Account",Papamigdal,,,-150.00,,
29/08/2022,Cumparaturi,"My Account",Kaufland,,,-21.29,,
29/08/2022,Cumparaturi,"My Account",Lidl,,,-23.06,,
29/08/2022,"Cumpărături neesențiale","My Account",Pigalle,,,-14.50,,
27/08/2022,Cumparaturi,"My Account",Profi,,,-39.73,,
25/08/2022,Cumparaturi,"My Account",Kaufland,,,-9.98,,
25/08/2022,Taxi,"My Account",OTL,,,-3.00,,
25/08/2022,"Cumpărături neesențiale","My Account",Miango,,,-65.00,,
25/08/2022,Taxi,"My Account","Taxi City",,,-22.00,,
25/08/2022,Cumparaturi,"My Account",Profi,,,-11.49,,
24/08/2022,Cumparaturi,"My Account","Piata Rogerius",,,-35.00,,
24/08/2022,Cumparaturi,"My Account",Kaufland,,,-28.18,,
24/08/2022,Cumparaturi,"My Account",Profi,,,-16.35,,
21/08/2022,Cumparaturi,"My Account",Profi,,,-46.52,,
20/08/2022,Cumparaturi,"My Account",Kaufland,,,-34.29,,
20/08/2022,Cumparaturi,"My Account",Lidl,,,-33.38,,
19/08/2022,Cumparaturi,"My Account",Zooplus,,,-206.80,,
19/08/2022,"Cumpărături neesențiale","My Account",EMAG,,,-88.93,,
19/08/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
15/08/2022,"Cumpărături neesențiale","My Account",Olx,Kindle,,-270.00,,
14/08/2022,Cumparaturi,"My Account",Lidl,,,-40.34,,
14/08/2022,Cumparaturi,"My Account",Profi,,,-15.49,,
13/08/2022,"Cumpărături neesențiale","My Account",Profi,,,-15.79,,
12/08/2022,Cumparaturi,"My Account",Profi,,,-35.08,,
11/08/2022,Utilitati,"My Account","Asociatia Locatari Aluminei 68",,,-205.40,,
11/08/2022,Cumparaturi,"My Account","Piata Rogerius",,,-65.90,,
11/08/2022,"Cumpărături neesențiale","My Account",Metalochimice,,,-22.50,,
10/08/2022,Cumparaturi,"My Account",Profi,,,-30.61,,
10/08/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
10/08/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
09/08/2022,Cumparaturi,"My Account",Kaufland,,,-75.54,,
08/08/2022,Cumparaturi,"My Account",Profi,,,-24.84,,
07/08/2022,Medical,"My Account",DrMax,,,-38.99,,
06/08/2022,Taxi,"My Account",CFR,,,-53.00,,
05/08/2022,Cumparaturi,"My Account",Inmedio,,,-6.00,,
05/08/2022,Cumparaturi,"My Account","Tucani Coffee ",,,-31.00,,
05/08/2022,Cumparaturi,"My Account","Noodle Pack",,,-25.50,,
05/08/2022,"Cumpărături neesențiale","My Account",Auchan,,,-29.00,,
05/08/2022,Cumparaturi,"My Account","Noodle Pack",,,-25.50,,
05/08/2022,Cumparaturi,"My Account",Inmedio,,,-5.00,,
05/08/2022,Cumparaturi,"My Account","Magazin Condimente",,,-60.24,,
05/08/2022,Taxi,"My Account",Ctp,,,-3.00,,
05/08/2022,Cumparaturi,"My Account",Panemar,,,-6.50,,
05/08/2022,Cumparaturi,"My Account",Panemar,,,-23.00,,
05/08/2022,Taxi,"My Account","Transferoviar Calatori",,,-29.00,,
05/08/2022,Donatii,"My Account",De-clic,,,-100.00,,
03/08/2022,Cumparaturi,"My Account",Kaufland,,,-37.21,,
03/08/2022,Cumparaturi,"My Account",Lidl,,,-74.00,,
01/08/2022,Cumparaturi,"My Account","Piata Rogerius",,,-18.50,,
01/08/2022,Medical,"My Account",DrMax,,,-8.98,,
31/07/2022,"Cumpărături neesențiale","My Account","Google Books",,,-39.99,,
29/07/2022,Cumparaturi,"My Account","Piata Rogerius",,,-32.00,,
29/07/2022,Cumparaturi,"My Account",Lidl,,,-28.71,,
28/07/2022,"Cumpărături neesențiale","My Account","Google Books",,,-2.50,,
28/07/2022,Utilitati,"My Account",DIGI,,,-10.54,,
25/07/2022,Cumparaturi,"My Account","Piata Rogerius",,,-31.00,,
25/07/2022,"Cumpărături neesențiale","My Account","Google Books",,,-36.16,,
24/07/2022,Cumparaturi,"My Account",Kaufland,,,-73.27,,
24/07/2022,Cumparaturi,"My Account",Lidl,,,-62.48,,
20/07/2022,Cumparaturi,"My Account","Piata Rogerius",,,-29.90,,
19/07/2022,Donatii,"My Account","Bursa De Fericire",,,-100.00,,
18/07/2022,Cumparaturi,"My Account",Profi,,,-11.98,,
18/07/2022,Cumparaturi,"My Account",Profi,,,-8.98,,
18/07/2022,Taxi,"My Account",CFR,,,-50.60,,
18/07/2022,Taxi,"My Account",Ctp,,,-3.00,,
17/07/2022,Cumparaturi,"My Account","Electric Castle",,,-45.00,,
17/07/2022,Taxi,"My Account","Electric Castle",,,-40.00,,
17/07/2022,Taxi,"My Account",Ctp,,,-3.00,,
17/07/2022,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-8.70,,
17/07/2022,Cumparaturi,"My Account","Mega Image",,,-21.04,,
17/07/2022,"Cumpărături neesențiale","My Account","Electric Castle ",Cafea,,-15.00,,
17/07/2022,"Cumpărături neesențiale","My Account","Electric Castle ","Apă ",,-7.00,,
16/07/2022,Cumparaturi,"My Account","Mega Image",,,-74.59,,
16/07/2022,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-27.19,,
16/07/2022,"Cumpărături neesențiale","My Account",CFR,"Dulap gara",,-60.00,,
15/07/2022,"Cumpărături neesențiale","My Account","Old Mill",,,-37.00,,
15/07/2022,Taxi,"My Account",CFR,,,-53.00,,
15/07/2022,"Cumpărături neesențiale","My Account","Electric Castle",,,-50.00,,
15/07/2022,Taxi,"My Account","Electric Castle",,,-20.00,,
15/07/2022,Medical,"My Account",DrMax,,,-79.99,,
15/07/2022,Medical,"My Account",Catena,,,-61.33,,
14/07/2022,Taxi,"My Account","Interregio Calatori",,,-25.00,,
14/07/2022,Medical,"My Account",DermaElite,,,-690.00,,
14/07/2022,Cumparaturi,"My Account",Panemar,,,-23.00,,
14/07/2022,Taxi,"My Account","Transferoviar Călători ",,,-29.00,,
14/07/2022,Cumparaturi,"My Account",Profi,,,-8.98,,
13/07/2022,Cumparaturi,"My Account",Profi,,,-12.19,,
12/07/2022,Cumparaturi,"My Account","Piata Rogerius",,,-46.50,,
12/07/2022,Cumparaturi,"My Account",Kaufland,,,-10.79,,
12/07/2022,Cumparaturi,"My Account",Profi,,,-8.98,,
12/07/2022,Cumparaturi,"My Account",Lidl,,,-18.37,,
10/07/2022,,"My Account","Monthly Envelope Fill",,,"8,000.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,500.00||Impozit pe venit|500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-462.00"
08/07/2022,Cumparaturi,"My Account",Profi,,,-10.78,,
08/07/2022,Cumparaturi,"My Account","Piata Rogerius","Morcovi, ardei, spanac",,-20.00,,
08/07/2022,Cumparaturi,"My Account",Kaufland,,,-79.35,,
06/07/2022,Cumparaturi,"My Account",Kaufland,,,-11.99,,
06/07/2022,Cumparaturi,"My Account","Mega Image",,,-25.39,,
05/07/2022,Donatii,"My Account",De-clic,,,-100.00,,
04/07/2022,Cumparaturi,"My Account",Lidl,,,-43.11,,
04/07/2022,Cumparaturi,"My Account",Kaufland,,,-12.29,,
02/07/2022,Cumparaturi,"My Account",Bratca,,,-31.00,,
02/07/2022,Taxi,"My Account","Fulger Taxi",,,-12.00,,
02/07/2022,Taxi,"My Account",CFR,,,-22.00,,
